dg_id,driving_acc,driving_dist,player_name,sg_app,sg_arg,sg_ott,sg_putt,sg_total,last_updated
24837,0.037,-3.985,"Goodwin, Noah",-0.331,-0.056,-0.06,-0.009,-0.456,2026-03-30 17:23:01 UTC
12988,0.01,-8.707,"Elvira Mijares, Ignacio",-0.202,-0.031,-0.343,0.118,-0.458,2026-03-30 17:23:01 UTC
32330,-0.017,5.421,"Clanton, Luke",0.031,-0.233,0.085,-0.343,-0.461,2026-03-30 17:23:01 UTC
10873,-0.03,1.662,"Skinns, David",-0.048,-0.085,-0.129,-0.206,-0.469,2026-03-30 17:23:01 UTC
6516,0.035,-13.94,"Bland, Richard",0.105,0.043,-0.478,-0.157,-0.486,2026-03-30 17:23:01 UTC
32055,0.011,4.215,"Shipley, Neal",-0.165,-0.241,0.221,-0.302,-0.487,2026-03-30 17:23:01 UTC
11460,0.0,-15.329,"Manassero, Matteo",0.091,0.242,-0.738,-0.083,-0.488,2026-03-30 17:23:01 UTC
29279,-0.049,1.01,"Suber, Jackson",-0.038,-0.064,-0.268,-0.138,-0.508,2026-03-30 17:23:01 UTC
25919,-0.079,16.553,"Wolff, Matthew",-0.305,-0.212,0.075,-0.084,-0.526,2026-03-30 17:23:01 UTC
8820,0.065,-18.582,"Snedeker, Brandt",-0.278,0.149,-0.533,0.133,-0.529,2026-03-30 17:23:01 UTC
27164,0.009,-5.212,"Phillips, Chandler",-0.472,0.078,-0.251,0.111,-0.534,2026-03-30 17:23:01 UTC
15229,0.001,4.132,"Stone, Brandon",-0.112,-0.207,0.159,-0.375,-0.535,2026-03-30 17:23:01 UTC
24497,0.001,-1.449,"Robinson Thompson, Brandon",-0.308,-0.036,-0.173,-0.022,-0.538,2026-03-30 17:23:01 UTC
23416,-0.003,3.123,"Ravetto, David",-0.298,-0.15,0.186,-0.279,-0.54,2026-03-30 17:23:01 UTC
14196,-0.064,5.041,"Meronk, Adrian",-0.423,-0.045,-0.216,0.141,-0.543,2026-03-30 17:23:01 UTC
27588,-0.055,8.166,"Schott, Freddy",-0.414,-0.159,-0.033,0.058,-0.547,2026-03-30 17:23:01 UTC
27996,-0.031,2.055,"Cummins, Quade",-0.388,-0.138,-0.054,0.023,-0.557,2026-03-30 17:23:01 UTC
20522,-0.042,1.514,"Veerman, Johannes",-0.201,-0.068,-0.342,0.025,-0.586,2026-03-30 17:23:01 UTC
15575,-0.019,-5.718,"Hoge, Tom",0.077,-0.094,-0.445,-0.132,-0.594,2026-03-30 17:23:01 UTC
9531,0.016,-8.306,"Wiesberger, Bernd",0.153,0.024,-0.194,-0.587,-0.605,2026-03-30 17:23:01 UTC
24369,0.102,-21.543,"Kobori, Kazuma",-0.339,-0.006,-0.381,0.115,-0.611,2026-03-30 17:23:01 UTC
16896,-0.003,-4.506,"Kruyswijk, Jacques",-0.235,-0.011,-0.326,-0.043,-0.615,2026-03-30 17:23:01 UTC
16341,0.085,-24.081,"Peterson, Paul",-0.181,0.091,-0.639,0.103,-0.626,2026-03-30 17:23:01 UTC
15676,-0.062,14.542,"Norgaard, Niklas",-0.603,-0.336,0.219,0.09,-0.629,2026-03-30 17:23:01 UTC
23542,-0.029,16.685,"Champ, Cameron",-0.498,-0.323,0.397,-0.208,-0.632,2026-03-30 17:23:01 UTC
16160,0.063,-16.518,"Song, Younghan",-0.155,-0.046,-0.365,-0.068,-0.634,2026-03-30 17:23:01 UTC
17550,-0.033,3.962,"Van Rooyen, Erik",-0.367,-0.054,-0.034,-0.183,-0.638,2026-03-30 17:23:01 UTC
25363,0.027,-0.873,"Buckley, Hayden",-0.181,-0.203,0.086,-0.352,-0.649,2026-03-30 17:23:01 UTC
13374,0.053,-11.063,"Van Driel, Darius",-0.268,-0.071,-0.156,-0.174,-0.669,2026-03-30 17:23:01 UTC
26008,-0.027,-0.303,"Elvira, Manuel",-0.133,-0.194,-0.139,-0.203,-0.669,2026-03-30 17:23:01 UTC
28157,-0.028,-3.337,"Vaillant, Tom",-0.416,-0.034,-0.365,0.139,-0.676,2026-03-30 17:23:01 UTC
16652,-0.036,-1.167,"Langasque, Romain",-0.56,-0.031,-0.312,0.226,-0.678,2026-03-30 17:23:01 UTC
27258,-0.002,-1.621,"Schmidt, Ben",-0.159,-0.37,-0.15,-0.008,-0.686,2026-03-30 17:23:01 UTC
25003,-0.075,4.654,"Walker, Danny",-0.355,0.043,-0.416,0.033,-0.694,2026-03-30 17:23:01 UTC
13470,-0.039,-7.003,"Kizzire, Patton",-0.128,0.264,-0.765,-0.068,-0.696,2026-03-30 17:23:01 UTC
17381,0.019,-8.233,"Silverman, Ben",-0.416,-0.01,-0.269,-0.002,-0.697,2026-03-30 17:23:01 UTC
17747,-0.029,2.419,"Halvorsen, Andreas",-0.388,-0.247,-0.051,-0.013,-0.699,2026-03-30 17:23:01 UTC
22535,-0.022,9.565,"Norrman, Vincent",-0.046,-0.232,0.168,-0.589,-0.699,2026-03-30 17:23:01 UTC
10158,0.024,-3.646,"Luiten, Joost",-0.303,-0.249,-0.135,-0.012,-0.699,2026-03-30 17:23:01 UTC
4052,0.026,-7.823,"Westwood, Lee",-0.215,-0.114,-0.102,-0.271,-0.702,2026-03-30 17:23:01 UTC
5994,0.105,-10.266,"Stenson, Henrik",0.106,-0.169,0.044,-0.698,-0.717,2026-03-30 17:23:01 UTC
14050,0.01,-9.013,"Sloan, Roger",-0.237,-0.015,-0.409,-0.06,-0.722,2026-03-30 17:23:01 UTC
12734,0.003,-10.787,"Scrivener, Jason",-0.255,-0.126,-0.442,0.098,-0.726,2026-03-30 17:23:01 UTC
14775,0.055,-17.82,"Bjork, Alexander",-0.302,-0.089,-0.568,0.227,-0.732,2026-03-30 17:23:01 UTC
11955,-0.078,4.584,"Frittelli, Dylan",-0.322,0.072,-0.31,-0.183,-0.743,2026-03-30 17:23:01 UTC
28469,-0.034,1.426,"Highsmith, Joe",-0.167,-0.133,-0.238,-0.21,-0.748,2026-03-30 17:23:01 UTC
7548,0.024,-13.885,"McDowell, Graeme",-0.1,-0.14,-0.445,-0.073,-0.758,2026-03-30 17:23:01 UTC
17723,0.018,-6.489,"Lower, Justin",-0.369,-0.079,-0.117,-0.197,-0.761,2026-03-30 17:23:01 UTC
19538,-0.043,13.5,"Vincent, Kieran",-0.683,-0.277,0.346,-0.153,-0.768,2026-03-30 17:23:01 UTC
14784,-0.026,-1.112,"Law, David",-0.507,-0.065,-0.168,-0.029,-0.769,2026-03-30 17:23:01 UTC
22087,-0.062,-0.003,"Paul, Jeremy",-0.409,0.014,-0.415,0.029,-0.781,2026-03-30 17:23:01 UTC
8480,0.009,-8.489,"Streelman, Kevin",-0.28,-0.089,-0.337,-0.076,-0.782,2026-03-30 17:23:01 UTC
7049,0.033,-7.271,"Sterne, Richard",-0.099,-0.122,-0.213,-0.351,-0.785,2026-03-30 17:23:01 UTC
18761,-0.082,8.519,"Mullinax, Trey",-0.208,-0.195,-0.209,-0.174,-0.788,2026-03-30 17:23:01 UTC
23892,0.07,-3.493,"Gumberg, Jordan",-0.386,-0.342,0.329,-0.392,-0.792,2026-03-30 17:23:01 UTC
11451,0.063,-14.134,"Garnett, Brice",-0.404,0.048,-0.374,-0.062,-0.792,2026-03-30 17:23:01 UTC
12426,-0.016,1.168,"Waring, Paul",-0.187,-0.278,-0.057,-0.272,-0.795,2026-03-30 17:23:01 UTC
7457,-0.008,-7.964,"Cabrera Bello, Rafa",-0.259,-0.129,-0.517,0.109,-0.795,2026-03-30 17:23:01 UTC
15592,0.091,-9.722,"Girrbach, Joel",-0.309,-0.338,0.058,-0.242,-0.831,2026-03-30 17:23:01 UTC
14007,0.025,-8.221,"Martin, Ben",-0.285,-0.085,-0.322,-0.141,-0.833,2026-03-30 17:23:01 UTC
28615,-0.013,4.484,"Bairstow, Sam",-0.515,-0.219,-0.058,-0.05,-0.842,2026-03-30 17:23:01 UTC
19872,-0.075,1.041,"Riley, Davis",-0.438,0.083,-0.7,0.197,-0.857,2026-03-30 17:23:01 UTC
14926,-0.074,-5.403,"Malnati, Peter",-0.444,0.127,-0.689,0.145,-0.861,2026-03-30 17:23:01 UTC
19865,-0.038,4.2,"Hardy, Nick",-0.246,-0.254,-0.123,-0.252,-0.876,2026-03-30 17:23:01 UTC
16497,-0.024,3.05,"Dean, Joe",-0.606,-0.049,-0.148,-0.079,-0.883,2026-03-30 17:23:01 UTC
11657,0.019,-10.789,"Norlander, Henrik",0.03,-0.127,-0.459,-0.329,-0.885,2026-03-30 17:23:01 UTC
23610,-0.008,1.407,"Crocker, Sean",-0.15,-0.246,-0.096,-0.396,-0.887,2026-03-30 17:23:01 UTC
22231,-0.033,1.907,"Von Dellingshausen, Nicolai",-0.566,-0.051,-0.161,-0.117,-0.895,2026-03-30 17:23:01 UTC
20448,0.032,-4.706,"Katsuragawa, Yuto",-0.491,-0.089,-0.06,-0.274,-0.914,2026-03-30 17:23:01 UTC
26506,-0.001,-1.329,"De Leo, Gregorio",-0.348,-0.295,-0.148,-0.126,-0.916,2026-03-30 17:23:01 UTC
27420,0.0,-2.235,"Dickson, Taylor",-0.452,-0.048,-0.153,-0.265,-0.917,2026-03-30 17:23:01 UTC
28270,-0.103,-4.106,"Dunlap, Nick",-0.085,0.006,-1.054,0.212,-0.921,2026-03-30 17:23:01 UTC
16897,-0.045,0.137,"Lombard, Zander",-0.192,-0.001,-0.341,-0.404,-0.938,2026-03-30 17:23:01 UTC
22089,-0.0,-3.417,"Syme, Connor",-0.104,-0.329,-0.21,-0.3,-0.943,2026-03-30 17:23:01 UTC
19477,-0.044,0.68,"Schenk, Adam",-0.327,-0.074,-0.244,-0.302,-0.948,2026-03-30 17:23:01 UTC
14780,-0.065,2.264,"Lagergren, Joakim",-0.528,-0.216,-0.311,0.099,-0.955,2026-03-30 17:23:01 UTC
27762,0.005,-3.985,"Velo, Kevin",-0.373,-0.107,-0.218,-0.272,-0.97,2026-03-30 17:23:01 UTC
17032,-0.059,9.78,"Tosti, Alejandro",-0.46,-0.11,0.04,-0.442,-0.973,2026-03-30 17:23:01 UTC
11397,-0.005,-4.44,"Jamieson, Scott",-0.503,-0.138,-0.184,-0.149,-0.975,2026-03-30 17:23:01 UTC
30814,-0.09,18.066,"Sargent, Gordon",-0.763,-0.144,0.075,-0.149,-0.981,2026-03-30 17:23:01 UTC
17357,-0.051,-4.805,"Migliozzi, Guido",-0.407,0.137,-0.671,-0.041,-0.983,2026-03-30 17:23:01 UTC
12522,-0.038,-3.286,"Schneider, Marcel",-0.475,-0.026,-0.491,0.0,-0.991,2026-03-30 17:23:01 UTC
22168,-0.058,3.522,"Brown, Hamish",-0.327,-0.183,-0.256,-0.232,-0.998,2026-03-30 17:23:01 UTC
18635,-0.04,-7.141,"Shelton, Robby",-0.37,0.097,-0.72,-0.029,-1.022,2026-03-30 17:23:01 UTC
32550,0.033,-10.601,"Bryant, Davis",-0.413,-0.094,-0.314,-0.211,-1.031,2026-03-30 17:23:01 UTC
19190,0.007,-3.627,"Hoshino, Rikuya",-0.623,-0.132,-0.343,0.065,-1.033,2026-03-30 17:23:01 UTC
13139,-0.044,-4.104,"Pulkkanen, Tapio",-0.704,0.052,-0.45,0.065,-1.036,2026-03-30 17:23:01 UTC
13127,-0.042,2.144,"Tway, Kevin",-0.66,-0.087,-0.254,-0.037,-1.038,2026-03-30 17:23:01 UTC
12321,0.001,-4.443,"Aphibarnrat, Kiradech",-0.562,-0.102,-0.244,-0.133,-1.042,2026-03-30 17:23:01 UTC
11641,-0.057,-8.877,"Kim, Anthony",-0.206,-0.003,-0.727,-0.107,-1.043,2026-03-30 17:23:01 UTC
14973,0.005,-3.916,"Levy, Alexander",-0.663,-0.144,-0.192,-0.044,-1.043,2026-03-30 17:23:01 UTC
11396,0.058,-17.156,"Ramsay, Richie",-0.288,-0.163,-0.54,-0.06,-1.05,2026-03-30 17:23:01 UTC
23112,-0.018,-0.545,"De Bruyn, Jannik",-0.485,-0.213,-0.192,-0.164,-1.053,2026-03-30 17:23:01 UTC
22897,0.007,-4.294,"Ahlawat, Veer",-0.53,-0.209,-0.208,-0.123,-1.07,2026-03-30 17:23:01 UTC
31212,-0.009,-2.718,"Chandler, Will",-0.596,-0.046,-0.194,-0.236,-1.072,2026-03-30 17:23:01 UTC
18722,0.018,-3.426,"Gouveia, Ricardo",-0.493,-0.267,-0.009,-0.312,-1.081,2026-03-30 17:23:01 UTC
18517,-0.031,-1.864,"Soderberg, Sebastian",-0.209,-0.198,-0.428,-0.251,-1.086,2026-03-30 17:23:01 UTC
14140,-0.027,1.842,"Higgs, Harry",-0.448,-0.26,-0.199,-0.18,-1.087,2026-03-30 17:23:01 UTC
16231,-0.016,-1.021,"Hellgren, Bjorn",-0.507,-0.132,-0.149,-0.302,-1.09,2026-03-30 17:23:01 UTC
13089,0.026,-8.918,"Nemecz, Lukas",-0.5,-0.035,-0.285,-0.272,-1.092,2026-03-30 17:23:01 UTC
21875,-0.056,9.1,"Widing, Tim",-0.587,-0.26,-0.084,-0.163,-1.093,2026-03-30 17:23:01 UTC
15274,0.008,-4.634,"Tabuena, Miguel",-0.707,0.124,-0.253,-0.267,-1.104,2026-03-30 17:23:01 UTC
7960,-0.012,2.528,"List, Luke",-0.462,-0.213,-0.111,-0.318,-1.104,2026-03-30 17:23:01 UTC
12258,-0.015,-9.522,"Garcia Rodriguez, Sebastian",-0.422,-0.063,-0.36,-0.26,-1.105,2026-03-30 17:23:01 UTC
12920,-0.018,-8.903,"Willett, Danny",-0.76,0.084,-0.501,0.07,-1.108,2026-03-30 17:23:01 UTC
9586,0.013,-7.229,"Laird, Martin",-0.429,-0.035,-0.433,-0.218,-1.116,2026-03-30 17:23:01 UTC
30428,-0.066,7.438,"Masaveu, Luis",-0.569,-0.203,-0.223,-0.124,-1.12,2026-03-30 17:23:01 UTC
33755,-0.073,9.041,"La Sasso, Michael",-0.71,-0.077,-0.153,-0.192,-1.132,2026-03-30 17:23:01 UTC
18514,-0.012,-5.579,"Kinhult, Marcus",-0.721,-0.127,-0.299,0.01,-1.137,2026-03-30 17:23:01 UTC
19899,-0.042,0.991,"Rottluff, Max",-0.662,-0.155,-0.321,0.001,-1.137,2026-03-30 17:23:01 UTC
15596,0.005,-4.445,"Cockerill, Aaron",-0.486,-0.176,-0.288,-0.205,-1.154,2026-03-30 17:23:01 UTC
13497,-0.007,-3.423,"Lee, K.H.",-0.56,-0.077,-0.316,-0.203,-1.157,2026-03-30 17:23:01 UTC
18244,-0.022,4.55,"Shinkwin, Callum",-0.553,-0.346,0.227,-0.49,-1.162,2026-03-30 17:23:01 UTC
27597,-0.023,-1.575,"Ogletree, Andy",-0.803,-0.121,-0.337,0.098,-1.162,2026-03-30 17:23:01 UTC
10418,-0.048,-1.905,"Lemke, Niklas",-0.326,-0.077,-0.472,-0.294,-1.17,2026-03-30 17:23:01 UTC
12637,0.006,-13.857,"Asaji, Yosuke",-0.382,-0.048,-0.738,-0.005,-1.173,2026-03-30 17:23:01 UTC
13367,-0.011,-7.771,"Merritt, Troy",-0.505,-0.09,-0.48,-0.101,-1.176,2026-03-30 17:23:01 UTC
9171,-0.056,-10.74,"Villegas, Camilo",-0.274,0.03,-0.856,-0.08,-1.18,2026-03-30 17:23:01 UTC
14373,0.056,-22.958,"Campbell, Ben",-0.662,-0.06,-0.703,0.238,-1.186,2026-03-30 17:23:01 UTC
15115,0.031,-12.93,"Senior, Jack",-0.612,-0.11,-0.519,0.047,-1.195,2026-03-30 17:23:01 UTC
18628,0.049,-22.252,"Campbell, Brian",-0.485,-0.043,-0.754,0.087,-1.195,2026-03-30 17:23:01 UTC
6950,-0.006,-3.908,"Siem, Marcel",-0.641,-0.096,-0.123,-0.338,-1.198,2026-03-30 17:23:01 UTC
17786,-0.057,0.247,"Davis, Cam",-0.509,-0.053,-0.504,-0.133,-1.199,2026-03-30 17:23:01 UTC
25588,0.022,-5.217,"Wilson, Andrew",-0.575,-0.3,-0.174,-0.155,-1.204,2026-03-30 17:23:01 UTC
1547,-0.059,-4.45,"Mickelson, Phil",-0.314,-0.027,-0.608,-0.274,-1.224,2026-03-30 17:23:01 UTC
7532,0.072,-20.145,"Ormsby, Wade",-0.574,-0.044,-0.459,-0.155,-1.232,2026-03-30 17:23:01 UTC
5768,-0.026,-0.271,"Hoffman, Charley",-0.301,-0.152,-0.231,-0.555,-1.239,2026-03-30 17:23:01 UTC
26660,-0.045,6.966,"Gordon, Will",-0.473,-0.267,-0.157,-0.356,-1.252,2026-03-30 17:23:01 UTC
14209,-0.042,-4.638,"Kozuma, Jinichiro",-0.473,0.041,-0.64,-0.18,-1.253,2026-03-30 17:23:01 UTC
18524,0.045,-6.097,"Catlin, John",-0.574,-0.2,-0.096,-0.387,-1.257,2026-03-30 17:23:01 UTC
17422,-0.077,-0.131,"Del Solar, Cristobal",-0.504,-0.096,-0.62,-0.039,-1.258,2026-03-30 17:23:01 UTC
8117,-0.037,-12.202,"Kaymer, Martin",-0.188,-0.2,-0.903,0.029,-1.261,2026-03-30 17:23:01 UTC
1435,0.015,-16.331,"Poulter, Ian",-0.457,0.054,-0.67,-0.189,-1.262,2026-03-30 17:23:01 UTC
12909,-0.042,2.063,"Campos, Rafael",-0.55,-0.319,-0.256,-0.171,-1.296,2026-03-30 17:23:01 UTC
7452,0.05,-18.008,"Na, Kevin",-0.383,0.029,-0.612,-0.331,-1.297,2026-03-30 17:23:01 UTC
19635,-0.095,10.77,"Cantero Gutierrez, Ivan",-0.841,-0.144,0.01,-0.331,-1.306,2026-03-30 17:23:01 UTC
15680,0.022,-15.993,"Winther, Jeff",-0.705,-0.2,-0.638,0.228,-1.316,2026-03-30 17:23:01 UTC
5716,-0.036,-4.374,"Harrington, Padraig",-0.256,-0.031,-0.544,-0.491,-1.321,2026-03-30 17:23:01 UTC
14018,-0.002,-9.468,"Dantorp, Jens",-0.439,-0.305,-0.598,0.019,-1.324,2026-03-30 17:23:01 UTC
11328,0.022,-16.859,"Kisner, Kevin",-0.746,0.032,-0.687,0.071,-1.33,2026-03-30 17:23:01 UTC
28276,-0.045,6.569,"Jang, Yubin",-0.409,-0.344,0.015,-0.592,-1.33,2026-03-30 17:23:01 UTC
8605,-0.066,-1.814,"Jones, Matt",-0.431,-0.138,-0.592,-0.173,-1.335,2026-03-30 17:23:01 UTC
26562,-0.001,-1.39,"Besard, Matthis",-0.844,-0.183,-0.148,-0.161,-1.335,2026-03-30 17:23:01 UTC
12317,0.046,-10.677,"Kieffer, Max",-0.739,-0.064,-0.224,-0.318,-1.345,2026-03-30 17:23:01 UTC
17718,-0.023,-1.915,"Sordet, Clement",-0.848,-0.004,-0.426,-0.089,-1.368,2026-03-30 17:23:01 UTC
11619,-0.068,1.017,"Bjerregaard, Lucas",-0.649,0.042,-0.541,-0.245,-1.394,2026-03-30 17:23:01 UTC
7679,0.063,-23.368,"Aiken, Thomas",-0.448,-0.129,-0.735,-0.084,-1.396,2026-03-30 17:23:01 UTC
7033,0.027,-14.368,"Molinari, Edoardo",-0.678,-0.052,-0.614,-0.059,-1.403,2026-03-30 17:23:01 UTC
19224,-0.047,-4.111,"Micheluzzi, David",-0.959,0.053,-0.613,0.108,-1.411,2026-03-30 17:23:01 UTC
30892,-0.03,2.824,"Riedel, Matthew",-0.628,-0.316,-0.196,-0.271,-1.411,2026-03-30 17:23:01 UTC
16433,-0.0,-4.989,"NeSmith, Matt",-0.635,-0.154,-0.407,-0.242,-1.438,2026-03-30 17:23:01 UTC
13344,0.025,-8.731,"Baldwin, Matthew",-0.617,-0.283,-0.208,-0.335,-1.442,2026-03-30 17:23:01 UTC
11763,0.01,-11.83,"Wu, Ashun",-0.728,-0.021,-0.605,-0.088,-1.443,2026-03-30 17:23:01 UTC
11061,0.048,-19.476,"Morrison, James",-0.791,0.008,-0.662,-0.001,-1.446,2026-03-30 17:23:01 UTC
20519,-0.075,1.241,"Tarren, Callum",-0.554,-0.054,-0.563,-0.282,-1.453,2026-03-30 17:23:01 UTC
23236,-0.064,-2.261,"Arnaus, Adri",-0.689,-0.237,-0.628,0.091,-1.463,2026-03-30 17:23:01 UTC
7961,0.036,-15.789,"Reavie, Chez",-0.348,-0.137,-0.641,-0.341,-1.467,2026-03-30 17:23:01 UTC
13305,-0.052,-2.842,"Chappell, Kevin",-0.513,-0.119,-0.561,-0.279,-1.472,2026-03-30 17:23:01 UTC
6893,-0.04,1.5,"Colsaerts, Nicolas",-0.574,-0.271,-0.297,-0.339,-1.481,2026-03-30 17:23:01 UTC
12213,0.015,-10.903,"Hebert, Benjamin",-0.266,-0.173,-0.531,-0.524,-1.494,2026-03-30 17:23:01 UTC
32449,-0.079,3.868,"Johnston, Ryggs",-0.822,-0.129,-0.344,-0.208,-1.503,2026-03-30 17:23:01 UTC
23502,-0.07,-2.396,"Thornberry, Braden",-0.84,-0.04,-0.713,0.089,-1.504,2026-03-30 17:23:01 UTC
9396,-0.021,-2.234,"Fisher, Ross",-0.376,-0.284,-0.251,-0.598,-1.509,2026-03-30 17:23:01 UTC
19455,-0.077,1.068,"Pereira, Mito",-0.696,-0.196,-0.576,-0.05,-1.518,2026-03-30 17:23:01 UTC
17081,-0.0,-9.968,"Sharma, Shubhankar",-0.672,-0.354,-0.54,0.028,-1.539,2026-03-30 17:23:01 UTC
9842,0.055,-9.856,"Zanotti, Fabrizio",-0.416,-0.282,-0.273,-0.569,-1.539,2026-03-30 17:23:01 UTC
7677,-0.006,-7.483,"Norris, Shaun",-0.829,-0.194,-0.662,0.142,-1.541,2026-03-30 17:23:01 UTC
24127,0.0,-3.114,"Hidalgo Portillo, Angel",-0.636,-0.305,-0.285,-0.32,-1.547,2026-03-30 17:23:01 UTC
23549,-0.029,0.84,"Celli, Filippo",-0.74,-0.355,-0.291,-0.164,-1.55,2026-03-30 17:23:01 UTC
6762,0.03,-17.312,"Perez, Pat",-0.674,0.0,-0.847,-0.036,-1.558,2026-03-30 17:23:01 UTC
25213,-0.04,-12.237,"Wu, Brandon",-0.544,0.01,-0.995,-0.05,-1.579,2026-03-30 17:23:01 UTC
20704,0.079,-23.669,"Tarrio, Santiago",-0.497,-0.058,-0.564,-0.462,-1.581,2026-03-30 17:23:01 UTC
7887,-0.045,1.954,"Garcia-Heredia, Alfredo",-0.777,-0.377,-0.225,-0.208,-1.586,2026-03-30 17:23:01 UTC
21412,-0.122,-2.774,"Capan III, Frankie",-0.754,0.067,-1.12,0.214,-1.592,2026-03-30 17:23:01 UTC
25963,0.002,-1.897,"Purcell, Conor",-0.646,-0.305,-0.221,-0.43,-1.602,2026-03-30 17:23:01 UTC
25263,-0.047,-5.068,"Onishi, Kaito",-0.636,-0.145,-0.756,-0.07,-1.607,2026-03-30 17:23:01 UTC
14967,-0.016,-0.307,"Hadley, Chesson",-0.729,-0.375,-0.28,-0.227,-1.61,2026-03-30 17:23:01 UTC
15191,0.028,-5.28,"Southgate, Matthew",-0.698,-0.381,-0.13,-0.433,-1.641,2026-03-30 17:23:01 UTC
5754,0.076,-19.076,"Fichardt, Darren",-0.673,-0.168,-0.377,-0.439,-1.657,2026-03-30 17:23:01 UTC
11826,-0.013,-10.085,"Lee, Danny",-0.466,-0.125,-0.733,-0.353,-1.676,2026-03-30 17:23:01 UTC
4163,-0.019,-18.211,"Donald, Luke",-0.44,0.116,-1.216,-0.187,-1.727,2026-03-30 17:23:01 UTC
16363,-0.035,-12.859,"Brun, Julien",-0.737,0.019,-1.039,0.005,-1.752,2026-03-30 17:23:01 UTC
24093,-0.045,6.882,"Williams, Robin",-0.979,-0.245,-0.257,-0.292,-1.772,2026-03-30 17:23:01 UTC
19806,-0.016,-6.576,"Forsstrom, Simon",-0.726,-0.34,-0.482,-0.234,-1.782,2026-03-30 17:23:01 UTC
9133,-0.046,-10.164,"Larrazabal, Pablo",-0.753,-0.054,-0.826,-0.165,-1.798,2026-03-30 17:23:01 UTC
10886,-0.037,-9.681,"Harding, Justin",-0.971,-0.01,-0.857,0.012,-1.826,2026-03-30 17:23:01 UTC
19866,-0.066,-0.188,"Horsfield, Sam",-0.986,-0.359,-0.604,0.063,-1.886,2026-03-30 17:23:01 UTC
19898,-0.06,-9.043,"Paul, Yannik",-0.944,-0.111,-1.026,0.154,-1.927,2026-03-30 17:23:01 UTC
16563,0.013,-11.464,"Lee, Chieh-Po",-0.832,-0.25,-0.591,-0.313,-1.987,2026-03-30 17:23:01 UTC
12530,-0.029,-7.443,"Green, Gavin",-0.804,-0.391,-0.755,-0.043,-1.994,2026-03-30 17:23:01 UTC
13731,-0.055,-2.244,"Strydom, Ockie",-0.893,-0.332,-0.446,-0.409,-2.08,2026-03-30 17:23:01 UTC
7820,-0.011,-6.256,"Palmer, Ryan",-0.962,-0.171,-0.365,-0.589,-2.087,2026-03-30 17:23:01 UTC
11530,-0.063,2.016,"Akesson, Bjorn",-1.223,-0.27,-0.393,-0.234,-2.121,2026-03-30 17:23:01 UTC
6252,-0.059,-16.702,"Baddeley, Aaron",-0.861,0.186,-1.387,-0.072,-2.133,2026-03-30 17:23:01 UTC
13821,-0.032,-10.489,"Whitnell, Dale",-0.734,-0.256,-0.738,-0.407,-2.135,2026-03-30 17:23:01 UTC
12425,0.009,-21.68,"Todd, Brendon",-1.281,0.16,-1.216,0.195,-2.142,2026-03-30 17:23:01 UTC
20780,-0.036,-11.712,"Kim, Minkyu",-0.904,-0.057,-1.024,-0.198,-2.183,2026-03-30 17:23:01 UTC
19429,-0.042,-3.138,"Naidoo, Dylan",-1.112,-0.28,-0.501,-0.299,-2.193,2026-03-30 17:23:01 UTC
26213,-0.082,-1.152,"Ko, Jeong Weon",-1.056,-0.153,-0.7,-0.364,-2.273,2026-03-30 17:23:01 UTC
27815,-0.021,0.921,"Moscatel, Joel",-1.347,-0.518,-0.237,-0.183,-2.284,2026-03-30 17:23:01 UTC
8300,-0.061,-5.903,"Wilson, Oliver",-1.165,-0.098,-0.878,-0.145,-2.286,2026-03-30 17:23:01 UTC
12650,-0.02,-12.852,"Huizing, Daan",-1.065,-0.295,-1.009,0.039,-2.329,2026-03-30 17:23:01 UTC
15016,-0.005,-15.028,"Schwab, Matthias",-1.05,-0.027,-1.058,-0.457,-2.591,2026-03-30 17:23:01 UTC
14120,-0.054,-5.118,"Samooja, Kalle",-0.95,-0.303,-0.989,-0.415,-2.657,2026-03-30 17:23:01 UTC
12318,-0.06,-0.294,"Knappe, Alexander",-1.71,-0.389,-0.551,-0.079,-2.729,2026-03-30 17:23:01 UTC
24660,-0.072,-22.347,"Kjettrup, Frederik",-0.504,-0.291,-1.963,-0.063,-2.821,2026-03-30 17:23:01 UTC
12821,-0.127,3.364,"De Jager, Louis",-1.278,-0.161,-1.084,-0.365,-2.887,2026-03-30 17:23:01 UTC
14409,-0.038,-9.674,"Wiebe, Gunner",-1.349,-0.318,-0.946,-0.31,-2.922,2026-03-30 17:23:01 UTC
14706,-0.099,-3.471,"Swafford, Hudson",-1.263,-0.658,-1.441,-0.314,-3.677,2026-03-30 17:23:01 UTC
15634,-0.122,-4.025,"Trainer, Martin",-1.96,-0.12,-1.38,-0.229,-3.69,2026-03-30 17:23:01 UTC
14799,-0.168,-7.739,"Barnes, Erik",-1.775,-0.202,-2.233,-0.361,-4.572,2026-03-30 17:23:01 UTC
